Person code,Person name,Project code,Project name,Activity code,Activity name,Decimal,Price,Year,Month
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,3.6,0,2096,8
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,3.78,0,2096,8
Piet,Piet Van Dender,150090b Van Gasse,150090b Van Gasse,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.25,126.75,2096,8
Piet,Piet Van Dender,150090b Van Gasse,150090b Van Gasse,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.15,122.85,2096,8
Piet,Piet Van Dender,,,X Extra werk allerlei,X Extra werk allerlei,0.92,35.75,2096,8
Piet,Piet Van Dender,150104 Bogaert,150104 Bogaert,X Extra werk allerlei,X Extra werk allerlei,1.02,39.65,2096,8
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,1.37,0,2096,8
Piet,Piet Van Dender,140040b KNOP,140040b KNOP,Maatwerk MAKEN,Maatwerk MAKEN,0.53,20.8,2096,8
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,18.82,0,2096,8
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.7,105.3,2096,8
Piet,Piet Van Dender,150104 Bogaert,150104 Bogaert,X Extra werk allerlei,X Extra werk allerlei,0.97,37.7,2096,8
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.97,154.7,2096,8
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.15,161.85,2096,8
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.97,154.7,2096,8
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,0.65,0,2096,8
Piet,Piet Van Dender,150104 Bogaert,150104 Bogaert,X Extra werk allerlei,X Extra werk allerlei,0.98,38.35,2096,8
Piet,Piet Van Dender,150104 Bogaert,150104 Bogaert,X Extra werk allerlei,X Extra werk allerlei,2.55,99.45,2096,8
Piet,Piet Van Dender,150104 Bogaert,150104 Bogaert,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0,0,2096,8
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,2.27,88.4,2096,8
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,8.48,0,2096,8
Piet,Piet Van Dender,150090b Van Gasse,150090b Van Gasse,Maatwerk MAKEN,Maatwerk MAKEN,4.03,157.3,2096,8
Piet,Piet Van Dender,150090b Van Gasse,150090b Van Gasse,Maatwerk MAKEN,Maatwerk MAKEN,3.87,150.8,2096,8
Piet,Piet Van Dender,150081 Pimpeloentje,150081 Pimpeloentje,X Extra werk allerlei,X Extra werk allerlei,2.58,100.75,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.13,122.2,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.9,152.1,2096,8
Piet,Piet Van Dender,150081 Pimpeloentje,150081 Pimpeloentje,X Extra werk allerlei,X Extra werk allerlei,0.92,35.75,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.97,154.7,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.03,1.3,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.2,163.8,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.93,153.4,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.02,117.65,2096,8
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,1.07,0,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,4.02,156.65,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,2.85,111.15,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,1.17,45.5,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,0.35,13.65,2096,8
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,0.97,0,2096,8
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,2.62,102.05,2096,8
Piet,Piet Van Dender,150104 Bogaert,150104 Bogaert,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2096,1
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.87,33.8,2019,1
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,1.67,65,2019,1
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.83,149.5,2019,1
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,Maatwerk MAKEN,Maatwerk MAKEN,1.47,57.2,2019,1
Anton,Anton De Prijcker,140412 De Wilde - De Vos,140412 De Wilde - De Vos,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.72,105.95,2019,1
Anton,Anton De Prijcker,140412 De Wilde - De Vos,140412 De Wilde - De Vos,Maatwerk MAKEN,Maatwerk MAKEN,0.87,33.8,2019,1
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,Maatwerk MAKEN,Maatwerk MAKEN,0.33,13,2019,1
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,Maatwerk MAKEN,Maatwerk MAKEN,3.95,154.05,2019,1
Anton,Anton De Prijcker,140412 De Wilde - De Vos,140412 De Wilde - De Vos,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.97,154.7,2019,1
Anton,Anton De Prijcker,140412 De Wilde - De Vos,140412 De Wilde - De Vos,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.9,191.1,2019,1
Anton,Anton De Prijcker,140040b KNOP,140040b KNOP,Maatwerk MAKEN,Maatwerk MAKEN,2.1,81.9,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.95,154.05,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.93,75.4,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.15,161.85,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.98,155.35,2016,2
Anton,Anton De Prijcker,140040b KNOP,140040b KNOP,Maatwerk MAKEN,Maatwerk MAKEN,2.38,92.95,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,0.07,2.6,2016,2
Anton,Anton De Prijcker,150104 Bogaert,150104 Bogaert,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.6,62.4,2016,2
Anton,Anton De Prijcker,150104 Bogaert,150104 Bogaert,Maatwerk MAKEN,Maatwerk MAKEN,4.2,163.8,2016,2
Anton,Anton De Prijcker,150104 Bogaert,150104 Bogaert,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2016,2
Anton,Anton De Prijcker,140040b KNOP,140040b KNOP,Maatwerk MAKEN,Maatwerk MAKEN,3.93,153.4,2016,2
Anton,Anton De Prijcker,150090b Van Gasse,150090b Van Gasse,Maatwerk MAKEN,Maatwerk MAKEN,0.15,5.85,2016,2
Anton,Anton De Prijcker,150090b Van Gasse,150090b Van Gasse,Maatwerk MAKEN,Maatwerk MAKEN,3.88,151.45,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2016,2
Anton,Anton De Prijcker,150090b Van Gasse,150090b Van Gasse,Maatwerk MAKEN,Maatwerk MAKEN,4.03,157.3,2016,2
Anton,Anton De Prijcker,150090b Van Gasse,150090b Van Gasse,Maatwerk MAKEN,Maatwerk MAKEN,3.32,129.35,2016,2
Anton,Anton De Prijcker,150090b Van Gasse,150090b Van Gasse,Maatwerk MAKEN,Maatwerk MAKEN,0.3,11.7,2016,2
Anton,Anton De Prijcker,150104 Bogaert,150104 Bogaert,Maatwerk MAKEN,Maatwerk MAKEN,0.25,9.75,2016,2
Anton,Anton De Prijcker,150081 Pimpeloentje,150081 Pimpeloentje,X Extra werk allerlei,X Extra werk allerlei,2.58,100.75,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.92,152.75,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,4.03,157.3,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.2,163.8,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.97,154.7,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.03,1.3,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.93,153.4,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.93,153.4,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,4.02,156.65,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.93,153.4,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.95,154.05,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.93,153.4,2016,2
Piet,Piet Van Dender,150081 Pimpeloentje,150081 Pimpeloentje,Schuifdeuren PLAATSEN,Schuifdeuren PLAATSEN,3.45,134.55,2016,2
Anton,Anton De Prijcker,150081 Pimpeloentje,150081 Pimpeloentje,Schuifdeuren PLAATSEN,Schuifdeuren PLAATSEN,3.45,134.55,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,1.03,40.3,2016,2
Piet,Piet Van Dender,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,1.95,76.05,2016,2
Piet,Piet Van Dender,150081 Pimpeloentje,150081 Pimpeloentje,Schuifdeuren MAKEN,Schuifdeuren MAKEN,0.48,18.85,2016,2
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,deuren maken,deuren maken,1.5,0,2016,2
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2016,2
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,3.25,126.75,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,3.83,149.5,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,2.65,103.35,2016,2
Anton,Anton De Prijcker,150081 Pimpeloentje,150081 Pimpeloentje,Schuifdeuren MAKEN,Schuifdeuren MAKEN,0.25,9.75,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,1.78,69.55,2016,2
Anton,Anton De Prijcker,150104 Bogaert,150104 Bogaert,Maatwerk MAKEN,Maatwerk MAKEN,1,39,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,1.1,42.9,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,1.83,71.5,2016,2
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,3.97,154.7,2016,2
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,4.5,175.5,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,2.28,89.05,2016,2
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,3.28,0,2016,2
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,5.75,0,2016,2
Anton,Anton De Prijcker,150092 Van Loo,150092 Van Loo,Maatwerk MAKEN,Maatwerk MAKEN,4.12,160.55,2016,2
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,1.02,0,2016,2
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,3.6,0,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.82,109.85,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.15,122.85,2016,2
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,0.87,33.8,2016,2
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.82,109.85,2016,2
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.2,46.8,2016,2
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.15,122.85,2016,2
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.88,34.45,2016,2
Anton,Anton De Prijcker,150078b vAN EETVELDE,150078b Van eetvelde,Maatwerk MAKEN,Maatwerk MAKEN,1.2,46.8,2016,1
Piet,Piet Van Dender,150078b vAN EETVELDE,150078b Van eetvelde,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3,117,2016,1
Piet,Piet Van Dender,150078b vAN EETVELDE,150078b Van eetvelde,Maatwerk MAKEN,Maatwerk MAKEN,1.2,46.8,2016,1
Piet,Piet Van Dender,150078b vAN EETVELDE,150078b Van eetvelde,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.53,137.8,2016,1
Anton,Anton De Prijcker,150078b vAN EETVELDE,150078b Van eetvelde,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3,117,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Z laden en lossen + opkuisen werkplaats,Z laden en lossen + opkuisen werkplaats,0.4,0,2016,1
Anton,Anton De Prijcker,150078b vAN EETVELDE,150078b Van eetvelde,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.53,137.8,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,4.05,157.95,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.68,182.65,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,4.05,157.95,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.68,182.65,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.53,176.8,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.03,40.3,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,1.43,55.9,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,X MAATWERK PLAATSEN,X MAATWERK PLAATSEN,1.87,72.8,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.03,40.3,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,3.17,123.5,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.65,181.35,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,X MAATWERK PLAATSEN,X MAATWERK PLAATSEN,0.17,6.5,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,9.63,375.7,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,X MAATWERK PLAATSEN,X MAATWERK PLAATSEN,4.53,176.8,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.78,30.55,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,X MAATWERK PLAATSEN,X MAATWERK PLAATSEN,0.1,3.9,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,2.88,112.45,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0,0,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.87,72.8,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0,0,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,0.93,36.4,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,deuren maken,deuren maken,2.9,0,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,deuren maken,deuren maken,3,0,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,0.93,36.4,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.87,72.8,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,2.12,82.55,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,2.12,82.55,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,1.57,61.1,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.73,28.6,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.72,27.95,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.88,151.45,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.88,151.45,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.23,165.1,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.28,167.05,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Deuren plaatsen,Deuren plaatsen,2.97,0,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.22,164.45,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.32,51.35,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,deuren maken,deuren maken,1.33,0,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.47,135.2,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,0.02,0.65,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,4.1,159.9,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.68,26.65,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,MAKEN EN PLAATSEN HAARD,MAKEN EN PLAATSEN HAARD,4.77,185.9,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Deuren plaatsen,Deuren plaatsen,1.93,0,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,9.23,360.1,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,9.22,359.45,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,3.97,154.7,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,3.85,150.15,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,MAKEN EN PLAATSEN HAARD,MAKEN EN PLAATSEN HAARD,2.33,91,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,1.47,57.2,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,1.15,44.85,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,1.3,50.7,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,MAKEN EN PLAATSEN HAARD,MAKEN EN PLAATSEN HAARD,4.28,167.05,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0,0,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.63,102.7,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,MAKEN EN PLAATSEN HAARD,MAKEN EN PLAATSEN HAARD,4.28,167.05,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,3.98,155.35,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.23,165.1,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.68,104.65,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.42,172.25,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.68,104.65,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.87,111.8,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,5.27,205.4,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk PLAATSEN,Maatwerk PLAATSEN,5.17,201.5,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,X Extra werk allerlei,X Extra werk allerlei,0.47,18.2,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.18,163.15,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.9,35.1,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,4.1,159.9,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.42,172.25,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.97,115.7,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.85,189.15,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,3.9,152.1,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,3.7,144.3,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,3.7,144.3,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,3.5,136.5,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Veluxraam plaatsen,Veluxraam plaatsen,0,0,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,3.93,153.4,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,4.07,158.6,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,8.8,343.2,2016,1
Anton,Anton De Prijcker,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,3.93,153.4,2016,1
Anton,Anton De Prijcker,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,3.92,152.75,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,3.92,152.75,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk MAKEN,Maatwerk MAKEN,3.87,150.8,2016,1
Piet,Piet Van Dender,150048 La Perre,150048 La Perre,Maatwerk PLAATSEN,Maatwerk PLAATSEN,5.82,226.85,2016,1
Piet,Piet Van Dender,150040 Knop ,150040 Knop ,Maatwerk MAKEN,Maatwerk MAKEN,2.17,84.5,2016,1
